region,date,incidenceBAG,cumulBAG,cumulOpenZH,compare
BL,2020-03-09,3,21,20,FALSE
BL,2020-03-10,4,25,22,FALSE
BL,2020-03-11,15,40,26,FALSE
BL,2020-03-12,12,52,26,FALSE
BL,2020-03-13,23,75,42,FALSE
BL,2020-03-14,8,83,47,FALSE
BL,2020-03-15,13,96,54,FALSE
BL,2020-03-16,33,129,76,FALSE
BL,2020-03-17,25,154,89,FALSE
BL,2020-03-18,38,192,116,FALSE
BL,2020-03-19,33,225,134,FALSE
BL,2020-03-20,49,274,184,FALSE
BL,2020-03-21,25,299,282,FALSE
BL,2020-03-22,22,321,289,FALSE
BL,2020-03-23,37,358,302,FALSE
BL,2020-03-24,50,408,306,FALSE
BL,2020-03-25,48,456,341,FALSE
BL,2020-03-26,34,490,422,FALSE
BL,2020-03-27,41,531,466,FALSE
BL,2020-03-28,23,554,502,FALSE
BL,2020-03-29,9,563,511,FALSE
BL,2020-03-30,38,601,539,FALSE
BL,2020-03-31,30,631,561,FALSE
BL,2020-04-01,18,649,588,FALSE
BL,2020-04-02,18,667,610,FALSE
BL,2020-04-03,21,688,625,FALSE
BL,2020-04-04,15,703,656,FALSE
BL,2020-04-05,10,713,670,FALSE
BL,2020-04-06,18,731,682,FALSE
BL,2020-04-07,21,752,690,FALSE
BL,2020-04-08,15,767,694,FALSE
BL,2020-04-09,9,776,711,FALSE
BL,2020-04-10,3,779,722,FALSE
BL,2020-04-11,9,788,736,FALSE
BL,2020-04-12,7,795,740,FALSE
BL,2020-04-13,6,801,749,FALSE
BL,2020-04-14,19,820,755,FALSE
BL,2020-04-15,11,831,768,FALSE
BL,2020-04-16,8,839,781,FALSE
BL,2020-04-17,3,842,794,FALSE
BL,2020-04-18,2,844,798,FALSE
BL,2020-04-19,1,845,803,FALSE
BL,2020-04-20,6,851,806,FALSE
BL,2020-04-21,2,853,809,FALSE
BL,2020-04-22,1,854,811,FALSE
BL,2020-04-23,3,857,811,FALSE
BL,2020-04-24,2,859,813,FALSE
BL,2020-04-25,0,859,816,FALSE
BL,2020-04-26,1,860,816,FALSE
BL,2020-04-27,3,863,816,FALSE
BL,2020-04-28,4,867,818,FALSE
BL,2020-04-29,2,869,822,FALSE
BL,2020-04-30,2,871,824,FALSE
BL,2020-05-01,2,873,825,FALSE
BL,2020-05-02,1,874,828,FALSE
BL,2020-05-03,0,874,828,FALSE
BL,2020-05-04,1,875,828,FALSE
BL,2020-05-05,0,875,829,FALSE
BL,2020-05-06,1,876,830,FALSE
BL,2020-05-07,0,876,833,FALSE
BL,2020-05-08,0,876,834,FALSE
BL,2020-05-09,1,877,835,FALSE
BL,2020-05-10,0,877,836,FALSE
BL,2020-05-11,1,878,836,FALSE
BL,2020-05-12,0,878,837,FALSE
BL,2020-05-13,0,878,837,FALSE
BL,2020-05-14,0,878,837,FALSE
BL,2020-05-15,1,879,837,FALSE
BL,2020-05-16,0,879,838,FALSE
BL,2020-05-17,0,879,838,FALSE
BL,2020-05-18,0,879,838,FALSE
BL,2020-05-19,0,879,838,FALSE
BL,2020-05-20,0,879,838,FALSE
BL,2020-05-21,0,879,838,FALSE
BL,2020-05-22,0,879,838,FALSE
BL,2020-05-23,0,879,838,FALSE
BL,2020-05-24,0,879,838,FALSE
BL,2020-05-25,1,880,838,FALSE
BL,2020-05-26,0,880,838,FALSE
BL,2020-05-27,2,882,838,FALSE
BL,2020-05-28,0,882,840,FALSE
BL,2020-05-29,1,883,840,FALSE
BL,2020-05-30,0,883,841,FALSE
BL,2020-05-31,1,884,842,FALSE
BL,2020-06-01,1,885,843,FALSE
BL,2020-06-02,0,885,843,FALSE
BL,2020-06-03,1,886,844,FALSE
BL,2020-06-04,0,886,844,FALSE
BL,2020-06-05,0,886,845,FALSE
BL,2020-06-06,0,886,845,FALSE
BL,2020-06-07,0,886,845,FALSE
BL,2020-06-08,1,887,845,FALSE
BL,2020-06-09,0,887,845,FALSE
BL,2020-06-10,0,887,846,FALSE
BL,2020-06-11,0,887,846,FALSE
BL,2020-06-12,0,887,846,FALSE
BL,2020-06-13,0,887,846,FALSE
BL,2020-06-14,0,887,846,FALSE
BL,2020-06-15,1,888,846,FALSE
BL,2020-06-16,0,888,847,FALSE
BL,2020-06-17,0,888,847,FALSE
BL,2020-06-18,0,888,847,FALSE
BL,2020-06-19,1,889,847,FALSE
BL,2020-06-20,1,890,848,FALSE
BL,2020-06-21,0,890,849,FALSE
BL,2020-06-22,2,892,849,FALSE
BL,2020-06-23,1,893,849,FALSE
BL,2020-06-24,0,893,851,FALSE
BL,2020-06-25,1,894,852,FALSE
BL,2020-06-26,NA,NA,854,NA
BS,2020-01-24,0,0,NA,NA
BS,2020-01-25,0,0,NA,NA
BS,2020-01-26,0,0,NA,NA
BS,2020-01-27,0,0,NA,NA
BS,2020-01-28,0,0,NA,NA
BS,2020-01-29,0,0,NA,NA
BS,2020-01-30,0,0,NA,NA
BS,2020-01-31,0,0,NA,NA
BS,2020-02-01,0,0,NA,NA
BS,2020-02-02,0,0,NA,NA
BS,2020-02-03,0,0,NA,NA
BS,2020-02-04,0,0,NA,NA
BS,2020-02-05,0,0,NA,NA
BS,2020-02-06,0,0,NA,NA
BS,2020-02-07,0,0,NA,NA
BS,2020-02-08,0,0,NA,NA
BS,2020-02-09,0,0,NA,NA
BS,2020-02-10,0,0,NA,NA
BS,2020-02-11,0,0,NA,NA
BS,2020-02-12,0,0,NA,NA
BS,2020-02-13,0,0,NA,NA
BS,2020-02-14,0,0,NA,NA
BS,2020-02-15,0,0,NA,NA
BS,2020-02-16,0,0,NA,NA
BS,2020-02-17,0,0,NA,NA
BS,2020-02-18,0,0,NA,NA
BS,2020-02-19,0,0,NA,NA
BS,2020-02-20,0,0,NA,NA
BS,2020-02-21,0,0,NA,NA
BS,2020-02-22,0,0,NA,NA
BS,2020-02-23,0,0,NA,NA
BS,2020-02-24,0,0,NA,NA
BS,2020-02-25,0,0,NA,NA
BS,2020-02-26,1,1,NA,NA
BS,2020-02-27,0,1,1,TRUE
BS,2020-02-28,2,3,1,FALSE
BS,2020-02-29,0,3,1,FALSE
BS,2020-03-01,1,4,1,FALSE
BS,2020-03-02,1,5,1,FALSE
BS,2020-03-03,1,6,3,FALSE
BS,2020-03-04,6,12,3,FALSE
BS,2020-03-05,10,22,8,FALSE
BS,2020-03-06,5,27,15,FALSE
BS,2020-03-07,5,32,21,FALSE
BS,2020-03-08,7,39,24,FALSE
BS,2020-03-09,13,52,28,FALSE
BS,2020-03-10,18,70,33,FALSE
BS,2020-03-11,40,110,49,FALSE
BS,2020-03-12,23,133,73,FALSE
BS,2020-03-13,23,156,92,FALSE
BS,2020-03-14,19,175,100,FALSE
BS,2020-03-15,18,193,NA,NA
BS,2020-03-16,31,224,143,FALSE
BS,2020-03-17,38,262,164,FALSE
BS,2020-03-18,54,316,181,FALSE
BS,2020-03-19,38,354,220,FALSE
BS,2020-03-20,56,410,270,FALSE
BS,2020-03-21,34,444,297,FALSE
BS,2020-03-22,43,487,356,FALSE
BS,2020-03-23,73,560,374,FALSE
BS,2020-03-24,41,601,410,FALSE
BS,2020-03-25,43,644,462,FALSE
BS,2020-03-26,34,678,501,FALSE
BS,2020-03-27,44,722,530,FALSE
BS,2020-03-28,28,750,569,FALSE
BS,2020-03-29,15,765,605,FALSE
BS,2020-03-30,45,810,617,FALSE
BS,2020-03-31,31,841,653,FALSE
BS,2020-04-01,36,877,687,FALSE
BS,2020-04-02,19,896,714,FALSE
BS,2020-04-03,29,925,754,FALSE
BS,2020-04-04,12,937,767,FALSE
BS,2020-04-05,12,949,789,FALSE
BS,2020-04-06,21,970,798,FALSE
BS,2020-04-07,20,990,808,FALSE
BS,2020-04-08,17,1007,829,FALSE
BS,2020-04-09,9,1016,841,FALSE
BS,2020-04-10,6,1022,854,FALSE
BS,2020-04-11,5,1027,861,FALSE
BS,2020-04-12,7,1034,877,FALSE
BS,2020-04-13,11,1045,888,FALSE
BS,2020-04-14,6,1051,894,FALSE
BS,2020-04-15,8,1059,904,FALSE
BS,2020-04-16,12,1071,912,FALSE
BS,2020-04-17,3,1074,918,FALSE
BS,2020-04-18,3,1077,924,FALSE
BS,2020-04-19,1,1078,927,FALSE
BS,2020-04-20,0,1078,928,FALSE
BS,2020-04-21,5,1083,928,FALSE
BS,2020-04-22,3,1086,928,FALSE
BS,2020-04-23,2,1088,931,FALSE
BS,2020-04-24,2,1090,936,FALSE
BS,2020-04-25,2,1092,938,FALSE
BS,2020-04-26,0,1092,940,FALSE
BS,2020-04-27,7,1099,941,FALSE
BS,2020-04-28,4,1103,943,FALSE
BS,2020-04-29,1,1104,946,FALSE
BS,2020-04-30,3,1107,951,FALSE
BS,2020-05-01,2,1109,952,FALSE
BS,2020-05-02,3,1112,955,FALSE
BS,2020-05-03,0,1112,956,FALSE
BS,2020-05-04,1,1113,958,FALSE
BS,2020-05-05,2,1115,959,FALSE
BS,2020-05-06,1,1116,962,FALSE
BS,2020-05-07,1,1117,965,FALSE
BS,2020-05-08,0,1117,966,FALSE
BS,2020-05-09,1,1118,967,FALSE
BS,2020-05-10,1,1119,968,FALSE
BS,2020-05-11,0,1119,970,FALSE
BS,2020-05-12,0,1119,970,FALSE
BS,2020-05-13,3,1122,970,FALSE
BS,2020-05-14,1,1123,971,FALSE
BS,2020-05-15,1,1124,972,FALSE
BS,2020-05-16,0,1124,974,FALSE
BS,2020-05-17,1,1125,974,FALSE
BS,2020-05-18,0,1125,974,FALSE
BS,2020-05-19,1,1126,975,FALSE
BS,2020-05-20,0,1126,976,FALSE
BS,2020-05-21,0,1126,976,FALSE
BS,2020-05-22,0,1126,976,FALSE
BS,2020-05-23,0,1126,976,FALSE
BS,2020-05-24,0,1126,976,FALSE
BS,2020-05-25,0,1126,976,FALSE
BS,2020-05-26,0,1126,976,FALSE
BS,2020-05-27,2,1128,976,FALSE
BS,2020-05-28,0,1128,976,FALSE
BS,2020-05-29,0,1128,978,FALSE
BS,2020-05-30,0,1128,978,FALSE
BS,2020-05-31,0,1128,978,FALSE
BS,2020-06-01,0,1128,978,FALSE
BS,2020-06-02,2,1130,978,FALSE
BS,2020-06-03,0,1130,979,FALSE
BS,2020-06-04,2,1132,979,FALSE
BS,2020-06-05,0,1132,982,FALSE
BS,2020-06-06,0,1132,982,FALSE
BS,2020-06-07,0,1132,982,FALSE
BS,2020-06-08,1,1133,982,FALSE
BS,2020-06-09,0,1133,983,FALSE
BS,2020-06-10,0,1133,983,FALSE
BS,2020-06-11,0,1133,983,FALSE
BS,2020-06-12,0,1133,983,FALSE
BS,2020-06-13,0,1133,983,FALSE
BS,2020-06-14,0,1133,983,FALSE
BS,2020-06-15,1,1134,983,FALSE
BS,2020-06-16,0,1134,983,FALSE
BS,2020-06-17,0,1134,984,FALSE
BS,2020-06-18,1,1135,984,FALSE
BS,2020-06-19,0,1135,985,FALSE
BS,2020-06-20,0,1135,985,FALSE
BS,2020-06-21,0,1135,985,FALSE
BS,2020-06-22,0,1135,985,FALSE
BS,2020-06-23,0,1135,985,FALSE
BS,2020-06-24,0,1135,985,FALSE
BS,2020-06-25,0,1135,985,FALSE
BS,2020-06-26,NA,NA,985,NA
BS,2020-06-27,NA,NA,985,NA
FL,2020-01-24,0,0,NA,NA
FL,2020-01-25,0,0,NA,NA
FL,2020-01-26,0,0,NA,NA
FL,2020-01-27,0,0,NA,NA
FL,2020-01-28,0,0,NA,NA
FL,2020-01-29,0,0,NA,NA
FL,2020-01-30,0,0,NA,NA
FL,2020-01-31,0,0,NA,NA
FL,2020-02-01,0,0,NA,NA
FL,2020-02-02,0,0,NA,NA
FL,2020-02-03,0,0,NA,NA
FL,2020-02-04,0,0,NA,NA
FL,2020-02-05,0,0,NA,NA
FL,2020-02-06,0,0,NA,NA
FL,2020-02-07,0,0,NA,NA
FL,2020-02-08,0,0,NA,NA
FL,2020-02-09,0,0,NA,NA
FL,2020-02-10,0,0,NA,NA
FL,2020-02-11,0,0,NA,NA
FL,2020-02-12,0,0,NA,NA
FL,2020-02-13,0,0,NA,NA
FL,2020-02-14,0,0,NA,NA
FL,2020-02-15,0,0,NA,NA
FL,2020-02-16,0,0,NA,NA
FL,2020-02-17,0,0,NA,NA
FL,2020-02-18,0,0,NA,NA
FL,2020-02-19,0,0,NA,NA
FL,2020-02-20,0,0,NA,NA
FL,2020-02-21,0,0,NA,NA
FL,2020-02-22,0,0,NA,NA
FL,2020-02-23,0,0,NA,NA
FL,2020-02-24,0,0,NA,NA
FL,2020-02-25,0,0,NA,NA
FL,2020-02-26,0,0,NA,NA
FL,2020-02-27,0,0,NA,NA
FL,2020-02-28,0,0,NA,NA
FL,2020-02-29,0,0,NA,NA
FL,2020-03-01,0,0,NA,NA
FL,2020-03-02,1,1,NA,NA
FL,2020-03-03,0,1,NA,NA
FL,2020-03-04,0,1,1,TRUE
FL,2020-03-05,0,1,1,TRUE
FL,2020-03-06,0,1,1,TRUE
FL,2020-03-07,0,1,NA,NA
FL,2020-03-08,0,1,NA,NA
FL,2020-03-09,0,1,1,TRUE
FL,2020-03-10,2,3,1,FALSE
FL,2020-03-11,1,4,3,FALSE
FL,2020-03-12,1,5,3,FALSE
FL,2020-03-13,2,7,NA,NA
FL,2020-03-14,4,11,3,FALSE
FL,2020-03-15,3,14,7,FALSE
FL,2020-03-16,5,19,NA,NA
FL,2020-03-17,6,25,19,FALSE
FL,2020-03-18,9,34,28,FALSE
FL,2020-03-19,2,36,NA,NA
FL,2020-03-20,8,44,37,FALSE
FL,2020-03-21,2,46,44,FALSE
FL,2020-03-22,2,48,46,FALSE
FL,2020-03-23,3,51,51,TRUE
FL,2020-03-24,2,53,51,FALSE
FL,2020-03-25,4,57,53,FALSE
FL,2020-03-26,4,61,56,FALSE
FL,2020-03-27,1,62,60,FALSE
FL,2020-03-28,1,63,61,FALSE
FL,2020-03-29,2,65,62,FALSE
FL,2020-03-30,4,69,64,FALSE
FL,2020-03-31,4,73,68,FALSE
FL,2020-04-01,3,76,72,FALSE
FL,2020-04-02,1,77,75,FALSE
FL,2020-04-03,1,78,76,FALSE
FL,2020-04-04,0,78,77,FALSE
FL,2020-04-05,0,78,77,FALSE
FL,2020-04-06,1,79,NA,NA
FL,2020-04-07,0,79,78,FALSE
FL,2020-04-08,1,80,NA,NA
FL,2020-04-09,0,80,NA,NA
FL,2020-04-10,0,80,79,FALSE
FL,2020-04-11,1,81,79,FALSE
FL,2020-04-12,0,81,80,FALSE
FL,2020-04-13,0,81,80,FALSE
FL,2020-04-14,0,81,NA,NA
FL,2020-04-15,0,81,80,FALSE
FL,2020-04-16,1,82,80,FALSE
FL,2020-04-17,0,82,81,FALSE
FL,2020-04-18,0,82,81,FALSE
FL,2020-04-19,0,82,81,FALSE
FL,2020-04-20,0,82,81,FALSE
FL,2020-04-21,0,82,81,FALSE
FL,2020-04-22,0,82,81,FALSE
FL,2020-04-23,1,83,81,FALSE
FL,2020-04-24,0,83,82,FALSE
FL,2020-04-25,0,83,82,FALSE
FL,2020-04-26,0,83,82,FALSE
FL,2020-04-27,0,83,82,FALSE
FL,2020-04-28,0,83,82,FALSE
FL,2020-04-29,0,83,82,FALSE
FL,2020-04-30,0,83,82,FALSE
FL,2020-05-01,0,83,82,FALSE
FL,2020-05-02,0,83,82,FALSE
FL,2020-05-03,0,83,82,FALSE
FL,2020-05-04,0,83,82,FALSE
FL,2020-05-05,0,83,82,FALSE
FL,2020-05-06,0,83,82,FALSE
FL,2020-05-07,0,83,82,FALSE
FL,2020-05-08,0,83,82,FALSE
FL,2020-05-09,0,83,82,FALSE
FL,2020-05-10,0,83,82,FALSE
FL,2020-05-11,0,83,82,FALSE
FL,2020-05-12,0,83,82,FALSE
FL,2020-05-13,0,83,82,FALSE
FL,2020-05-14,0,83,82,FALSE
FL,2020-05-15,0,83,82,FALSE
FL,2020-05-16,0,83,82,FALSE
FL,2020-05-17,0,83,82,FALSE
FL,2020-05-18,0,83,82,FALSE
FL,2020-05-19,0,83,82,FALSE
FL,2020-05-20,0,83,82,FALSE
FL,2020-05-21,0,83,82,FALSE
FL,2020-05-22,0,83,82,FALSE
FL,2020-05-23,0,83,82,FALSE
FL,2020-05-24,0,83,82,FALSE
FL,2020-05-25,0,83,82,FALSE
FL,2020-05-26,0,83,82,FALSE
FL,2020-05-27,0,83,82,FALSE
FL,2020-05-28,0,83,82,FALSE
FL,2020-05-29,0,83,82,FALSE
FL,2020-05-30,0,83,82,FALSE
FL,2020-05-31,0,83,82,FALSE
FL,2020-06-01,0,83,82,FALSE
FL,2020-06-02,0,83,82,FALSE
FL,2020-06-03,0,83,82,FALSE
FL,2020-06-04,0,83,82,FALSE
FL,2020-06-05,0,83,82,FALSE
FL,2020-06-06,0,83,82,FALSE
FL,2020-06-07,0,83,82,FALSE
FL,2020-06-08,0,83,82,FALSE
FL,2020-06-09,0,83,82,FALSE
FL,2020-06-10,0,83,82,FALSE
FL,2020-06-11,0,83,82,FALSE
FL,2020-06-12,0,83,82,FALSE
FL,2020-06-13,0,83,82,FALSE
FL,2020-06-14,0,83,82,FALSE
FL,2020-06-15,0,83,82,FALSE
FL,2020-06-16,0,83,82,FALSE
FL,2020-06-17,0,83,82,FALSE
FL,2020-06-18,0,83,82,FALSE
FL,2020-06-19,0,83,NA,NA
FL,2020-06-20,0,83,82,FALSE
FL,2020-06-21,0,83,82,FALSE
FL,2020-06-22,0,83,82,FALSE
FL,2020-06-23,0,83,82,FALSE
FL,2020-06-24,0,83,82,FALSE
FL,2020-06-25,0,83,82,FALSE
FR,2020-01-24,0,0,NA,NA
FR,2020-01-25,0,0,NA,NA
FR,2020-01-26,0,0,NA,NA
FR,2020-01-27,0,0,NA,NA
FR,2020-01-28,0,0,NA,NA
FR,2020-01-29,0,0,NA,NA
FR,2020-01-30,0,0,NA,NA
FR,2020-01-31,0,0,NA,NA
FR,2020-02-01,0,0,NA,NA
FR,2020-02-02,0,0,NA,NA
FR,2020-02-03,0,0,NA,NA
FR,2020-02-04,0,0,NA,NA
FR,2020-02-05,0,0,NA,NA
FR,2020-02-06,0,0,NA,NA
FR,2020-02-07,0,0,NA,NA
FR,2020-02-08,0,0,NA,NA
FR,2020-02-09,0,0,NA,NA
FR,2020-02-10,0,0,NA,NA
FR,2020-02-11,0,0,NA,NA
FR,2020-02-12,0,0,NA,NA
FR,2020-02-13,0,0,NA,NA
FR,2020-02-14,0,0,NA,NA
FR,2020-02-15,0,0,NA,NA
FR,2020-02-16,0,0,NA,NA
FR,2020-02-17,0,0,NA,NA
FR,2020-02-18,0,0,NA,NA
FR,2020-02-19,0,0,NA,NA
FR,2020-02-20,0,0,NA,NA
FR,2020-02-21,0,0,NA,NA
FR,2020-02-22,0,0,NA,NA
FR,2020-02-23,0,0,NA,NA
FR,2020-02-24,0,0,NA,NA
FR,2020-02-25,0,0,NA,NA
FR,2020-02-26,0,0,NA,NA
FR,2020-02-27,0,0,NA,NA
FR,2020-02-28,0,0,NA,NA
FR,2020-02-29,2,2,NA,NA
FR,2020-03-01,0,2,1,FALSE
FR,2020-03-02,0,2,2,TRUE
FR,2020-03-03,3,5,NA,NA
FR,2020-03-04,2,7,4,FALSE
FR,2020-03-05,1,8,6,FALSE
FR,2020-03-06,1,9,NA,NA
FR,2020-03-07,0,9,NA,NA
FR,2020-03-08,4,13,8,FALSE
FR,2020-03-09,3,16,11,FALSE
FR,2020-03-10,10,26,NA,NA
FR,2020-03-11,8,34,16,FALSE
FR,2020-03-12,6,40,22,FALSE
FR,2020-03-13,4,44,29,FALSE
FR,2020-03-14,9,53,36,FALSE
FR,2020-03-15,5,58,40,FALSE
FR,2020-03-16,24,82,45,FALSE
FR,2020-03-17,28,110,59,FALSE
FR,2020-03-18,26,136,86,FALSE
FR,2020-03-19,18,154,111,FALSE
FR,2020-03-20,35,189,145,FALSE
FR,2020-03-21,18,207,167,FALSE
FR,2020-03-22,23,230,202,FALSE
FR,2020-03-23,41,271,226,FALSE
FR,2020-03-24,36,307,255,FALSE
FR,2020-03-25,39,346,293,FALSE
FR,2020-03-26,37,383,309,FALSE
FR,2020-03-27,47,430,369,FALSE
FR,2020-03-28,28,458,421,FALSE
FR,2020-03-29,13,471,442,FALSE
FR,2020-03-30,33,504,477,FALSE
FR,2020-03-31,57,561,491,FALSE
FR,2020-04-01,35,596,525,FALSE
FR,2020-04-02,34,630,550,FALSE
FR,2020-04-03,42,672,588,FALSE
FR,2020-04-04,41,713,638,FALSE
FR,2020-04-05,17,730,669,FALSE
FR,2020-04-06,40,770,689,FALSE
FR,2020-04-07,28,798,729,FALSE
FR,2020-04-08,23,821,756,FALSE
FR,2020-04-09,29,850,786,FALSE
FR,2020-04-10,16,866,796,FALSE
FR,2020-04-11,18,884,834,FALSE
FR,2020-04-12,14,898,846,FALSE
FR,2020-04-13,11,909,859,FALSE
FR,2020-04-14,18,927,879,FALSE
FR,2020-04-15,21,948,890,FALSE
FR,2020-04-16,28,976,907,FALSE
FR,2020-04-17,18,994,930,FALSE
FR,2020-04-18,10,1004,956,FALSE
FR,2020-04-19,3,1007,980,FALSE
FR,2020-04-20,12,1019,989,FALSE
FR,2020-04-21,9,1028,995,FALSE
FR,2020-04-22,5,1033,1006,FALSE
FR,2020-04-23,7,1040,1014,FALSE
FR,2020-04-24,6,1046,1021,FALSE
FR,2020-04-25,7,1053,1029,FALSE
FR,2020-04-26,1,1054,1033,FALSE
FR,2020-04-27,17,1071,1040,FALSE
FR,2020-04-28,8,1079,1044,FALSE
FR,2020-04-29,9,1088,1057,FALSE
FR,2020-04-30,11,1099,1070,FALSE
FR,2020-05-01,7,1106,1078,FALSE
FR,2020-05-02,6,1112,1092,FALSE
FR,2020-05-03,2,1114,1097,FALSE
FR,2020-05-04,4,1118,1102,FALSE
FR,2020-05-05,4,1122,1104,FALSE
FR,2020-05-06,3,1125,1107,FALSE
FR,2020-05-07,4,1129,1115,FALSE
FR,2020-05-08,6,1135,1117,FALSE
FR,2020-05-09,7,1142,1121,FALSE
FR,2020-05-10,2,1144,1126,FALSE
FR,2020-05-11,5,1149,1129,FALSE
FR,2020-05-12,0,1149,1138,FALSE
FR,2020-05-13,1,1150,1141,FALSE
FR,2020-05-14,1,1151,1143,FALSE
FR,2020-05-15,1,1152,1145,FALSE
FR,2020-05-16,0,1152,1146,FALSE
FR,2020-05-17,0,1152,1147,FALSE
FR,2020-05-18,3,1155,1147,FALSE
FR,2020-05-19,2,1157,1147,FALSE
FR,2020-05-20,0,1157,1152,FALSE
FR,2020-05-21,2,1159,1152,FALSE
FR,2020-05-22,1,1160,1152,FALSE
FR,2020-05-23,0,1160,1154,FALSE
FR,2020-05-24,2,1162,1155,FALSE
FR,2020-05-25,0,1162,1156,FALSE
FR,2020-05-26,0,1162,1156,FALSE
FR,2020-05-27,1,1163,1157,FALSE
FR,2020-05-28,1,1164,1158,FALSE
FR,2020-05-29,0,1164,1159,FALSE
FR,2020-05-30,1,1165,1159,FALSE
FR,2020-05-31,0,1165,1159,FALSE
FR,2020-06-01,0,1165,1159,FALSE
FR,2020-06-02,1,1166,1161,FALSE
FR,2020-06-03,3,1169,1162,FALSE
FR,2020-06-04,2,1171,1164,FALSE
FR,2020-06-05,2,1173,1166,FALSE
FR,2020-06-06,2,1175,1166,FALSE
FR,2020-06-07,0,1175,1168,FALSE
FR,2020-06-08,0,1175,1172,FALSE
FR,2020-06-09,2,1177,1172,FALSE
FR,2020-06-10,0,1177,1174,FALSE
FR,2020-06-11,2,1179,1175,FALSE
FR,2020-06-12,3,1182,1175,FALSE
FR,2020-06-13,2,1184,1179,FALSE
FR,2020-06-14,0,1184,1181,FALSE
FR,2020-06-15,2,1186,1181,FALSE
FR,2020-06-16,0,1186,1182,FALSE
FR,2020-06-17,2,1188,1183,FALSE
FR,2020-06-18,0,1188,1185,FALSE
FR,2020-06-19,3,1191,1186,FALSE
FR,2020-06-20,3,1194,1191,FALSE
FR,2020-06-21,3,1197,1191,FALSE
FR,2020-06-22,8,1205,1191,FALSE
FR,2020-06-23,2,1207,1195,FALSE
FR,2020-06-24,7,1214,1203,FALSE
FR,2020-06-25,1,1215,1206,FALSE
FR,2020-06-26,3,1218,1211,FALSE
GE,2020-01-24,0,0,NA,NA
GE,2020-01-25,0,0,NA,NA
GE,2020-01-26,0,0,NA,NA
GE,2020-01-27,0,0,NA,NA
GE,2020-01-28,0,0,NA,NA
GE,2020-01-29,0,0,NA,NA
GE,2020-01-30,0,0,NA,NA
GE,2020-01-31,0,0,NA,NA
GE,2020-02-01,0,0,NA,NA
GE,2020-02-02,0,0,NA,NA
GE,2020-02-03,0,0,NA,NA
GE,2020-02-04,0,0,NA,NA
GE,2020-02-05,0,0,NA,NA
GE,2020-02-06,0,0,NA,NA
GE,2020-02-07,0,0,NA,NA
GE,2020-02-08,0,0,NA,NA
GE,2020-02-09,0,0,NA,NA
GE,2020-02-10,0,0,NA,NA
GE,2020-02-11,0,0,NA,NA
GE,2020-02-12,0,0,NA,NA
GE,2020-02-13,0,0,NA,NA
GE,2020-02-14,0,0,NA,NA
GE,2020-02-15,0,0,NA,NA
GE,2020-02-16,0,0,NA,NA
GE,2020-02-17,0,0,NA,NA
GE,2020-02-18,0,0,NA,NA
GE,2020-02-19,0,0,NA,NA
GE,2020-02-20,0,0,NA,NA
GE,2020-02-21,0,0,NA,NA
GE,2020-02-22,0,0,NA,NA
GE,2020-02-23,0,0,NA,NA
GE,2020-02-24,0,0,NA,NA
GE,2020-02-25,0,0,0,TRUE
GE,2020-02-26,1,1,1,TRUE
GE,2020-02-27,3,4,1,FALSE
GE,2020-02-28,5,9,4,FALSE
GE,2020-02-29,0,9,8,FALSE
GE,2020-03-01,1,10,9,FALSE
GE,2020-03-02,2,12,10,FALSE
GE,2020-03-03,0,12,13,FALSE
GE,2020-03-04,1,13,14,FALSE
GE,2020-03-05,4,17,17,TRUE
GE,2020-03-06,17,34,25,FALSE
GE,2020-03-07,6,40,38,FALSE
GE,2020-03-08,9,49,40,FALSE
GE,2020-03-09,29,78,55,FALSE
GE,2020-03-10,18,96,75,FALSE
GE,2020-03-11,33,129,108,FALSE
GE,2020-03-12,49,178,148,FALSE
GE,2020-03-13,72,250,221,FALSE
GE,2020-03-14,67,317,340,FALSE
GE,2020-03-15,31,348,423,FALSE
GE,2020-03-16,124,472,546,FALSE
GE,2020-03-17,169,641,695,FALSE
GE,2020-03-18,142,783,850,FALSE
GE,2020-03-19,61,844,1031,FALSE
GE,2020-03-20,59,903,1200,FALSE
GE,2020-03-21,150,1053,1338,FALSE
GE,2020-03-22,87,1140,1440,FALSE
GE,2020-03-23,174,1314,1592,FALSE
GE,2020-03-24,139,1453,1710,FALSE
GE,2020-03-25,142,1595,1850,FALSE
GE,2020-03-26,205,1800,2048,FALSE
GE,2020-03-27,180,1980,2207,FALSE
GE,2020-03-28,219,2199,2415,FALSE
GE,2020-03-29,103,2302,2527,FALSE
GE,2020-03-30,245,2547,2744,FALSE
GE,2020-03-31,281,2828,2985,FALSE
GE,2020-04-01,277,3105,3164,FALSE
GE,2020-04-02,249,3354,3448,FALSE
GE,2020-04-03,196,3550,3652,FALSE
GE,2020-04-04,121,3671,3785,FALSE
GE,2020-04-05,73,3744,3870,FALSE
GE,2020-04-06,189,3933,3987,FALSE
GE,2020-04-07,173,4106,4154,FALSE
GE,2020-04-08,130,4236,4290,FALSE
GE,2020-04-09,110,4346,4380,FALSE
GE,2020-04-10,51,4397,4425,FALSE
GE,2020-04-11,53,4450,4477,FALSE
GE,2020-04-12,34,4484,4502,FALSE
GE,2020-04-13,54,4538,4545,FALSE
GE,2020-04-14,79,4617,4601,FALSE
GE,2020-04-15,68,4685,4663,FALSE
GE,2020-04-16,63,4748,4734,FALSE
